time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2003-07-03,23.5,17.8,25.2,19.2,1.40,0.00,18.8,78,14.00,2.70
2003-07-04,31.9,18.2,33.8,20.4,0.00,0.00,14.5,256,26.78,5.83
2003-07-05,32.8,22.5,36.1,24.5,0.00,0.00,18.8,252,25.65,6.07
2003-07-06,31.4,23.5,33.4,26.3,0.00,0.00,14.0,280,26.65,5.98
2003-07-07,30.7,21.6,36.2,24.2,11.30,0.00,10.0,234,23.09,4.78
2003-07-08,31.4,22.4,34.2,25.4,0.00,0.00,14.6,281,22.61,5.10
2003-07-09,26.3,20.3,29.9,21.5,9.80,0.00,14.8,330,11.74,2.61
2003-07-10,22.2,19.2,22.5,19.9,2.40,0.00,18.0,76,10.65,2.43
2003-07-11,27.5,19.8,30.9,20.3,4.70,0.00,15.9,173,13.22,3.05
2003-07-12,27.2,18.8,26.9,19.6,0.00,0.00,21.1,239,24.07,5.36
2003-07-13,26.5,17.9,27.2,19.3,0.00,0.00,14.0,294,25.97,5.17
2003-07-14,23.5,18.7,24.3,20.6,0.00,0.00,12.9,118,17.04,3.30
2003-07-15,26.6,16.6,30.0,18.2,0.00,0.00,14.2,153,27.01,5.24
2003-07-16,29.2,19.5,31.9,20.6,1.90,0.00,19.4,209,14.63,3.33
2003-07-17,28.1,18.4,29.3,19.6,0.00,0.00,15.5,313,28.13,5.76
2003-07-18,28.7,18.7,29.8,19.9,0.90,0.00,14.0,251,17.81,4.03
2003-07-19,27.2,19.0,28.0,20.3,0.60,0.00,10.8,340,27.23,5.31
2003-07-20,28.2,18.7,28.9,19.9,0.00,0.00,14.8,197,24.74,5.31
2003-07-21,28.7,20.1,32.1,20.7,2.90,0.00,21.6,192,16.60,3.88
2003-07-22,30.2,21.4,35.2,23.6,14.70,0.00,14.3,177,15.53,3.31
2003-07-23,26.9,21.4,30.0,24.7,8.10,0.00,11.6,206,12.43,2.59
2003-07-24,27.1,21.4,29.4,23.0,4.80,0.00,16.6,217,18.35,3.76
2003-07-25,28.4,17.8,30.3,19.1,0.00,0.00,9.8,261,25.56,5.18
2003-07-26,29.9,18.1,31.0,19.3,0.00,0.00,14.9,243,23.54,5.29
2003-07-27,31.2,21.9,32.2,23.4,0.00,0.00,25.5,242,22.96,6.21
2003-07-28,28.1,22.3,29.4,23.5,1.80,0.00,20.8,308,22.98,5.26
2003-07-29,26.0,19.2,28.3,19.9,0.60,0.00,11.3,67,22.56,4.57
2003-07-30,25.8,17.8,28.1,19.3,0.00,0.00,13.3,139,23.68,4.51
2003-07-31,25.7,18.5,27.3,20.0,0.00,0.00,15.3,79,21.39,4.22
2003-08-01,27.3,20.9,31.3,21.8,18.40,0.00,16.0,139,8.84,1.93
2003-08-02,28.5,22.1,32.6,25.8,4.80,0.00,13.4,197,16.52,3.29
2003-08-03,26.6,22.7,31.5,26.6,13.80,0.00,18.1,182,12.44,2.48
2003-08-04,26.7,22.3,31.0,25.7,16.10,0.00,14.8,176,10.70,2.22
2003-08-05,26.8,21.8,31.5,25.0,18.00,0.00,11.6,179,11.33,2.24
2003-08-06,25.8,20.5,29.9,23.1,14.00,0.00,12.6,206,16.69,3.08
2003-08-07,25.4,20.8,29.0,24.7,18.70,0.00,8.4,114,8.92,1.86
2003-08-08,27.6,21.5,30.8,24.9,8.10,0.00,8.4,260,15.64,3.12
2003-08-09,25.4,21.5,29.2,25.0,7.90,0.00,11.9,160,9.44,1.88
2003-08-10,26.4,21.9,30.0,25.1,8.10,0.00,13.1,186,9.84,2.03
2003-08-11,26.7,21.4,30.9,24.8,9.90,0.00,10.7,186,12.41,2.53
2003-08-12,27.8,22.0,31.9,25.5,1.10,0.00,9.1,185,15.44,3.15
2003-08-13,29.6,22.1,34.9,26.1,1.40,0.00,8.8,232,18.58,3.76
2003-08-14,30.9,22.4,34.4,25.4,0.00,0.00,10.4,318,24.76,5.14
2003-08-15,30.2,20.4,33.9,21.6,0.00,0.00,11.4,313,25.40,5.31
2003-08-16,29.8,21.6,33.1,24.2,7.70,0.00,13.8,254,17.75,3.69
2003-08-17,26.0,20.2,29.5,22.8,8.90,0.00,10.8,13,13.54,2.59
2003-08-18,24.6,19.0,28.0,21.2,0.80,0.00,8.0,47,16.72,3.12
2003-08-19,27.2,18.9,29.3,20.9,0.00,0.00,10.7,234,21.90,4.34
2003-08-20,29.6,19.2,32.4,20.6,0.00,0.00,11.8,257,24.66,5.04
2003-08-21,30.2,20.6,33.8,22.9,0.00,0.00,12.2,242,20.45,4.37
2003-08-22,32.2,22.4,35.9,25.4,0.10,0.00,14.7,244,21.51,4.73
2003-08-23,26.8,19.2,27.3,16.5,0.00,0.00,17.7,322,24.04,5.50
2003-08-24,24.8,14.8,23.5,14.0,0.00,0.00,16.6,314,25.41,5.11
2003-08-25,28.7,16.8,29.2,16.7,0.00,0.00,14.7,245,20.14,4.58
2003-08-26,27.3,19.1,29.3,21.4,0.00,0.00,12.8,242,16.40,3.51
2003-08-27,29.9,21.7,32.1,23.9,0.00,0.00,15.3,270,20.08,4.50
2003-08-28,26.9,19.0,27.7,19.5,0.00,0.00,13.2,329,24.14,4.80
2003-08-29,26.8,17.9,29.1,19.4,3.70,0.00,17.3,176,12.69,2.54
2003-08-30,27.6,19.8,30.3,20.8,7.60,0.00,16.7,318,11.69,2.55
2003-08-31,22.2,16.0,23.5,14.5,0.00,0.00,14.5,41,22.34,4.23
2003-09-01,19.9,16.9,21.7,17.1,10.80,0.00,11.6,100,2.49,0.87
2003-09-02,19.6,16.2,21.9,15.4,32.20,0.00,20.7,53,2.91,0.90
2003-09-03,20.6,17.1,22.5,17.4,7.10,0.00,16.3,86,4.51,1.17
2003-09-04,23.5,19.7,27.5,22.6,8.30,0.00,12.0,209,6.83,1.35
2003-09-05,24.1,17.3,24.3,17.5,0.00,0.00,13.5,337,20.55,3.85
2003-09-06,23.0,14.7,23.9,13.7,0.00,0.00,14.5,345,21.57,3.89
2003-09-07,25.2,14.2,26.7,14.6,0.00,0.00,7.0,289,21.73,3.93
2003-09-08,22.7,16.7,23.7,17.0,0.00,0.00,12.0,38,12.81,2.44
2003-09-09,20.9,15.9,20.0,15.7,0.00,0.00,17.4,69,20.67,3.65
2003-09-10,22.7,13.4,22.8,13.3,0.00,0.00,8.7,22,19.75,3.37
2003-09-11,24.3,14.8,25.0,14.2,0.00,0.00,14.5,49,20.26,3.79
2003-09-12,20.3,16.3,18.5,15.6,0.00,0.00,20.6,67,15.52,3.07
2003-09-13,22.8,17.7,25.3,16.9,8.20,0.00,20.8,67,4.76,1.19
2003-09-14,24.6,20.6,27.8,23.1,7.10,0.00,16.1,132,9.05,1.69
2003-09-15,24.2,19.9,26.6,22.5,14.30,0.00,12.8,118,7.95,1.59
2003-09-16,24.7,17.5,25.2,17.0,10.90,0.00,14.1,317,20.53,3.79
2003-09-17,23.3,14.6,23.4,13.9,0.00,0.00,14.2,35,20.54,3.91
2003-09-18,21.3,17.5,19.4,15.8,3.00,0.00,34.9,60,9.75,2.89
2003-09-19,26.2,19.4,26.9,17.5,17.20,0.00,34.8,142,16.07,3.13
2003-09-20,26.0,17.4,28.6,19.1,0.00,0.00,10.6,253,16.83,3.25
2003-09-21,22.5,16.1,22.9,15.2,0.00,0.00,15.2,1,17.62,3.36
2003-09-22,21.7,17.2,21.6,17.9,0.30,0.00,19.9,123,10.30,2.30
2003-09-23,21.8,16.3,24.1,14.8,17.10,0.00,24.9,202,5.67,1.68
2003-09-24,21.7,11.7,20.8,11.1,0.00,0.00,11.5,239,19.23,3.44
2003-09-25,24.2,15.3,24.4,14.4,0.00,0.00,18.9,200,14.91,2.95
2003-09-26,21.3,16.4,23.6,16.3,1.20,0.00,12.5,52,6.78,1.37
2003-09-27,23.8,18.6,25.9,20.2,6.70,0.00,17.1,141,9.80,1.80
2003-09-28,20.2,16.8,23.5,16.9,14.50,0.00,13.3,185,3.08,0.80
2003-09-29,18.7,12.7,17.1,10.6,0.00,0.00,17.4,285,15.22,2.82
2003-09-30,16.8,9.3,14.8,7.2,0.00,0.00,13.1,268,16.05,2.83
2003-10-01,16.1,8.7,14.7,6.8,0.00,0.00,9.8,273,12.41,2.13
2003-10-02,13.7,7.7,11.1,3.3,0.30,0.00,22.9,278,15.58,2.80
2003-10-03,13.0,3.9,10.3,0.8,0.00,0.00,15.4,236,18.49,2.93
2003-10-04,15.6,9.1,13.2,5.7,0.00,0.00,16.3,213,6.40,1.85
2003-10-05,13.9,6.4,10.2,3.9,0.10,0.00,16.6,266,12.81,2.15
2003-10-06,14.4,5.4,11.5,3.4,0.00,0.00,11.4,316,14.50,2.23
2003-10-07,16.9,6.1,14.5,3.9,0.00,0.00,10.0,248,17.20,2.62
2003-10-08,21.3,8.4,21.6,6.6,0.00,0.00,10.5,240,13.94,2.29
2003-10-09,23.5,11.2,25.7,10.4,0.00,0.00,9.2,224,14.70,2.55
2003-10-10,18.4,13.2,17.8,13.3,0.00,0.00,15.5,52,7.29,1.34
2003-10-11,20.8,12.7,19.5,10.6,0.00,0.00,18.4,38,15.66,2.86
2003-10-12,18.6,12.4,19.1,10.9,5.80,0.00,18.3,7,3.47,1.33
2003-10-13,20.2,11.7,18.8,9.9,0.00,0.00,16.6,316,16.17,2.89
2003-10-14,19.3,9.7,17.8,8.1,0.80,0.00,26.2,112,11.65,2.12
2003-10-15,16.3,10.7,15.2,5.7,17.40,0.00,37.8,254,11.21,2.90
2003-10-16,17.2,8.4,13.2,4.4,0.00,0.00,23.5,256,13.99,3.10
2003-10-17,13.2,8.8,11.1,6.8,4.90,0.00,10.8,308,7.87,1.41
2003-10-18,12.7,6.5,9.7,4.3,3.10,0.00,12.2,314,13.15,1.92
2003-10-19,12.8,5.8,9.4,3.6,3.40,0.00,17.3,298,8.61,1.43
2003-10-20,13.5,2.8,10.7,0.1,0.00,0.00,14.7,239,14.64,2.02
2003-10-21,21.1,10.6,19.9,8.1,2.00,0.00,20.6,231,9.96,2.08
2003-10-22,12.8,4.6,10.9,0.2,1.00,0.00,17.4,339,4.68,1.20
2003-10-23,7.6,2.5,1.6,-2.1,0.20,0.00,24.2,306,9.63,1.95
2003-10-24,10.0,1.6,5.5,-2.9,0.00,0.00,20.2,290,11.52,1.86
2003-10-25,14.8,4.3,10.9,1.0,0.00,0.00,18.4,168,12.87,2.13
2003-10-26,17.5,11.6,17.4,10.2,1.70,0.00,14.9,188,2.30,0.75
2003-10-27,18.4,11.8,17.9,9.6,30.60,0.00,25.2,196,3.31,0.76
2003-10-28,13.2,6.1,11.2,4.1,0.50,0.00,15.5,290,12.63,1.81
2003-10-29,12.6,8.8,11.6,5.7,47.90,0.00,21.4,314,2.30,0.53
2003-10-30,14.6,5.5,11.8,2.2,0.00,0.00,16.0,253,13.00,1.97
2003-10-31,18.9,6.8,17.8,4.5,0.00,0.00,12.1,195,12.51,2.00
2003-11-01,22.8,10.3,24.0,9.2,0.00,0.00,10.0,242,10.85,1.83
2003-11-02,19.5,12.3,20.0,11.9,0.00,0.00,8.4,60,10.33,1.65
2003-11-03,24.0,13.7,25.9,13.4,0.00,0.00,11.5,223,11.77,2.02
2003-11-04,16.8,12.4,16.1,10.0,0.00,0.00,18.9,83,4.73,0.94
2003-11-05,18.3,12.4,20.8,10.4,9.80,0.00,17.5,66,2.19,0.56
2003-11-06,17.1,10.9,18.9,9.5,7.80,0.00,11.0,358,2.25,0.49
2003-11-07,13.3,9.3,10.4,5.5,1.70,0.00,14.0,310,10.89,1.74
2003-11-08,9.1,1.1,5.1,-3.9,0.00,0.00,21.4,322,12.19,2.22
2003-11-09,5.4,-1.9,0.9,-6.2,0.00,0.00,11.3,322,12.39,1.58
2003-11-10,7.3,-1.7,3.3,-5.0,0.00,0.00,9.5,251,12.18,1.40
2003-11-11,9.6,0.1,7.9,-3.2,0.70,0.00,12.8,203,3.32,0.65
2003-11-12,13.2,7.3,12.8,5.2,9.60,0.00,13.1,206,5.22,0.76
2003-11-13,13.6,2.9,11.3,-4.5,0.90,0.00,40.6,262,11.18,2.41
2003-11-14,6.5,0.6,-0.4,-6.5,0.00,0.00,39.2,291,10.99,2.49
2003-11-15,7.9,0.7,2.2,-3.8,0.00,0.00,21.6,296,11.53,1.94
2003-11-16,7.9,0.0,5.5,-3.5,0.00,0.00,7.1,15,2.65,0.50
2003-11-17,11.0,6.1,9.8,3.7,1.10,0.00,8.6,30,3.02,0.54
2003-11-18,11.5,6.7,9.4,4.4,0.00,0.00,16.1,87,3.18,0.70
2003-11-19,16.5,11.7,14.9,9.2,16.50,0.00,31.8,158,1.77,0.85
2003-11-20,15.2,6.0,15.5,1.0,29.60,0.00,32.4,313,6.34,1.56
2003-11-21,16.5,3.1,14.7,0.1,0.00,0.00,17.2,299,10.16,1.74
2003-11-22,14.0,5.8,12.7,3.1,0.00,0.00,11.8,350,10.13,1.36
2003-11-23,11.9,3.8,10.2,1.2,0.00,0.00,8.6,102,8.91,1.09
2003-11-24,13.8,3.7,11.2,1.1,0.40,0.00,16.6,131,9.43,1.17
2003-11-25,11.9,1.2,9.5,-2.3,1.20,0.00,25.2,306,10.08,1.41
2003-11-26,7.0,0.4,3.6,-2.4,0.00,0.00,9.5,226,6.48,0.85
2003-11-27,10.7,3.3,8.4,0.5,0.00,0.00,7.2,84,9.26,1.15
2003-11-28,15.8,7.3,15.2,5.4,9.70,0.00,28.5,168,2.15,0.42
2003-11-29,11.3,3.6,8.0,-3.0,0.70,0.00,38.9,260,6.94,1.93
2003-11-30,8.5,2.6,3.8,-2.8,0.00,0.00,20.4,243,8.24,1.85
2003-12-01,9.7,1.8,4.5,-3.5,0.00,0.00,27.5,267,8.34,1.99
2003-12-02,2.5,-4.2,-3.8,-11.4,0.10,0.00,28.0,295,8.53,1.78
2003-12-03,-0.7,-6.0,-6.3,-12.5,0.00,0.00,24.3,318,9.67,1.32
2003-12-04,3.6,-4.3,-1.4,-8.8,0.00,0.00,13.7,255,7.24,0.99
2003-12-05,1.3,-3.3,-3.5,-7.7,13.60,9.45,23.7,38,2.41,0.45
2003-12-06,-1.4,-4.0,-7.4,-11.6,19.00,13.30,33.1,0,2.58,0.49
2003-12-07,-2.6,-5.8,-9.0,-11.6,0.90,0.98,25.9,318,8.49,0.86
2003-12-08,-2.0,-8.5,-5.9,-13.5,0.00,0.00,18.1,311,9.43,0.68
2003-12-09,0.6,-8.1,-2.5,-12.5,0.00,0.00,8.7,15,7.29,0.63
2003-12-10,8.5,-0.9,4.8,-4.2,0.00,0.00,19.7,85,6.10,0.65
2003-12-11,12.2,2.8,10.4,-3.7,30.80,0.00,32.6,141,1.37,0.75
2003-12-12,5.1,-1.1,0.1,-5.1,0.00,0.00,25.2,288,9.09,1.53
2003-12-13,0.9,-3.3,-3.7,-7.4,0.00,0.00,14.0,317,8.86,1.01
2003-12-14,6.3,-2.0,1.7,-6.9,41.40,7.98,27.5,68,0.94,0.53
2003-12-15,6.0,-1.2,1.7,-7.3,6.50,0.14,34.0,309,8.41,1.10
2003-12-16,5.1,-4.0,1.9,-8.1,0.00,0.00,17.1,225,8.57,0.93
2003-12-17,11.2,1.5,10.1,-3.8,20.60,0.00,21.0,222,1.04,0.32
2003-12-18,2.2,-1.6,-4.2,-8.0,0.00,0.00,26.3,259,6.91,1.31
2003-12-19,1.7,-4.2,-2.6,-8.1,0.00,0.00,14.0,280,6.88,0.84
2003-12-20,2.6,-3.1,-2.5,-8.6,0.00,0.00,16.8,301,7.33,0.96
2003-12-21,3.1,-4.4,-2.6,-9.3,0.00,0.00,19.0,250,8.49,1.25
2003-12-22,9.0,-0.7,5.0,-5.2,0.00,0.00,16.3,234,8.17,1.38
2003-12-23,11.9,3.0,9.2,-0.6,0.90,0.00,14.1,191,8.04,1.23
2003-12-24,12.0,7.6,10.1,5.3,32.00,0.00,22.0,171,0.51,0.29
2003-12-25,6.3,0.4,3.5,-5.1,0.20,0.00,19.6,275,7.38,1.03
2003-12-26,5.3,-1.6,-0.3,-7.0,0.00,0.00,26.3,271,8.32,1.47
2003-12-27,9.3,-0.3,5.5,-4.4,0.00,0.00,22.2,326,8.99,1.41
2003-12-28,8.3,-2.6,5.3,-6.4,0.00,0.00,9.4,299,9.08,1.02
2003-12-29,10.5,-1.5,7.7,-5.5,0.00,0.00,11.7,224,8.71,1.02
2003-12-30,10.6,1.4,7.8,-2.6,1.30,0.00,26.5,254,4.31,1.18
2003-12-31,7.0,-0.9,2.7,-5.1,0.00,0.00,20.4,249,8.78,1.46
2004-01-01,6.4,-0.6,2.3,-4.8,0.00,0.00,19.4,280,8.86,1.27
2004-01-02,8.4,-0.3,6.2,-3.6,0.30,0.00,7.9,165,3.94,0.55
2004-01-03,12.2,3.5,11.1,0.9,0.00,0.00,8.9,198,4.73,0.68
2004-01-04,10.6,3.5,9.4,-0.4,3.60,0.00,14.4,354,1.42,0.37
2004-01-05,4.1,1.7,1.8,-2.3,10.60,0.00,15.3,44,0.71,0.19
2004-01-06,3.6,-3.8,-0.8,-10.6,0.00,0.00,24.7,290,8.08,1.54
2004-01-07,-3.6,-7.5,-10.9,-15.0,0.00,0.00,30.1,279,8.16,1.65
2004-01-08,-0.8,-6.2,-6.3,-11.9,0.00,0.00,18.2,270,8.09,1.15
2004-01-09,-3.3,-12.9,-7.4,-19.4,0.00,0.00,20.6,349,9.79,1.04
2004-01-10,-8.7,-15.6,-14.8,-21.6,0.00,0.00,16.2,338,10.27,0.92
2004-01-11,-3.3,-13.3,-9.2,-18.9,0.00,0.00,15.7,246,10.07,1.08
2004-01-12,5.4,-4.0,0.7,-9.7,3.10,2.17,15.8,237,5.84,1.01
2004-01-13,4.7,-7.3,-0.8,-14.4,0.10,0.00,24.1,277,7.34,1.11
2004-01-14,-8.2,-13.2,-13.1,-19.1,0.40,0.49,22.4,323,8.65,0.91
2004-01-15,-8.9,-18.6,-14.3,-25.4,5.00,3.57,22.5,349,9.87,0.64
2004-01-16,-7.3,-19.6,-13.9,-26.8,0.00,0.00,24.2,295,10.92,0.68
2004-01-17,0.1,-11.4,-3.9,-17.8,0.00,0.00,20.1,299,10.04,0.86
2004-01-18,0.6,-2.6,-2.1,-8.6,13.00,8.47,21.1,247,1.43,0.33
2004-01-19,-4.1,-8.7,-9.9,-14.7,0.00,0.00,24.0,291,11.24,0.94
2004-01-20,-4.2,-10.7,-10.9,-16.2,0.00,0.00,24.9,295,11.34,0.87
2004-01-21,-4.1,-12.6,-8.6,-17.7,0.00,0.00,15.8,282,11.63,0.81
2004-01-22,3.0,-11.7,-2.1,-17.1,0.00,0.00,21.2,248,9.08,1.07
2004-01-23,-8.4,-13.2,-15.0,-19.1,0.00,0.00,22.9,285,11.47,0.80
2004-01-24,-6.9,-14.6,-13.2,-19.6,0.00,0.00,19.5,296,10.35,0.77
2004-01-25,-8.1,-18.0,-13.1,-23.1,0.00,0.00,16.1,300,11.78,0.70
2004-01-26,-6.5,-10.9,-11.6,-15.8,1.30,1.26,13.0,43,5.09,0.59
2004-01-27,-4.4,-7.8,-9.6,-13.2,6.00,4.55,16.1,42,2.48,0.47
2004-01-28,-1.7,-7.4,-7.9,-12.9,7.20,5.18,22.5,293,8.51,0.83
2004-01-29,-5.1,-11.4,-11.5,-16.7,0.00,0.00,23.7,270,12.35,0.87
2004-01-30,-6.3,-15.6,-12.4,-21.0,0.00,0.00,18.6,269,12.85,0.75
2004-01-31,-4.5,-14.2,-10.4,-20.1,0.00,0.00,20.3,272,12.90,0.79
2004-02-01,-2.0,-16.0,-6.2,-21.2,0.00,0.00,14.8,307,13.11,0.82
2004-02-02,0.1,-13.3,-3.3,-18.6,0.00,0.00,12.6,16,12.99,1.00
2004-02-03,4.3,-7.1,1.2,-11.2,18.90,0.21,28.7,83,5.27,0.48
2004-02-04,4.1,-6.2,-1.3,-10.8,0.00,0.00,18.1,279,13.31,1.26
2004-02-05,1.0,-10.9,-3.1,-16.1,0.00,0.00,11.5,294,10.53,0.96
2004-02-06,3.6,-1.8,0.4,-5.8,26.90,3.64,14.3,80,1.22,0.31
2004-02-07,5.2,-2.7,0.9,-8.6,2.90,0.00,19.4,299,9.67,1.11
2004-02-08,-2.4,-9.2,-7.8,-16.0,0.00,0.00,23.0,297,14.07,1.27
2004-02-09,4.4,-8.8,-0.4,-13.7,0.00,0.00,19.7,221,10.15,1.29
2004-02-10,7.3,-2.6,2.7,-6.3,0.10,0.00,15.0,249,13.81,1.54
2004-02-11,2.4,-4.6,-3.7,-9.2,0.00,0.00,21.1,289,13.24,1.34
2004-02-12,3.7,-4.8,-0.5,-9.3,0.00,0.00,11.2,230,10.43,1.18
2004-02-13,4.5,-2.8,-0.8,-7.0,0.00,0.07,18.6,263,13.94,1.49
2004-02-14,5.0,-2.6,-0.4,-7.3,0.00,0.00,19.5,261,14.20,1.68
2004-02-15,-1.8,-9.6,-6.9,-15.1,0.00,0.00,20.7,348,15.16,1.35
2004-02-16,-0.5,-14.0,-5.4,-19.3,0.00,0.00,12.7,358,15.63,1.47
2004-02-17,1.9,-7.5,-3.2,-12.5,0.00,0.00,13.7,77,11.12,1.23
2004-02-18,5.0,-3.0,-0.9,-8.1,0.30,0.35,19.8,4,14.94,1.65
2004-02-19,6.6,-3.4,1.1,-8.3,0.00,0.00,25.5,304,13.26,1.70
2004-02-20,4.4,-3.5,0.6,-7.5,0.40,0.00,14.4,85,10.78,1.17
2004-02-21,9.9,-1.2,6.8,-3.9,0.90,0.00,19.1,289,13.57,1.85
2004-02-22,5.3,-1.2,-0.5,-6.1,0.00,0.00,25.0,302,15.74,1.99
2004-02-23,7.5,-4.1,3.5,-8.3,0.00,0.00,10.5,303,16.25,1.89
2004-02-24,1.7,-2.9,-1.5,-6.9,2.20,1.54,7.6,5,5.39,0.76
2004-02-25,4.6,-4.7,-1.3,-10.1,0.00,0.00,19.3,336,17.29,2.16
2004-02-26,6.7,-4.7,2.7,-9.0,0.00,0.00,13.1,358,16.44,2.10
2004-02-27,7.0,-3.0,1.8,-8.5,0.00,0.00,16.6,8,16.67,2.40
2004-02-28,12.7,-3.6,8.1,-8.0,0.00,0.00,16.5,317,17.32,2.61
2004-02-29,14.4,-2.8,10.6,-6.6,0.00,0.00,13.6,276,16.10,2.52
2004-03-01,15.4,0.8,13.5,-2.5,0.00,0.00,12.2,226,15.96,2.48
2004-03-02,18.8,2.1,16.2,-1.0,1.10,0.00,19.3,236,10.48,1.96
2004-03-03,14.5,4.3,10.4,0.9,0.00,0.00,20.7,301,16.61,2.63
2004-03-04,10.9,4.9,9.1,2.7,2.90,0.00,8.7,167,7.75,1.12
2004-03-05,12.3,3.6,11.5,1.3,0.90,0.00,12.6,117,4.81,0.65
2004-03-06,15.0,8.3,14.1,3.7,16.30,0.00,17.9,250,4.50,0.98
2004-03-07,10.3,2.3,7.3,-1.5,0.00,0.00,20.6,283,18.42,2.68
2004-03-08,4.4,0.3,1.6,-3.2,11.70,4.27,15.3,75,6.04,0.67
2004-03-09,5.6,-0.4,2.2,-3.6,2.30,0.63,13.4,166,14.57,1.52
2004-03-10,6.8,-0.8,1.5,-5.0,0.30,0.00,20.2,44,14.57,1.69
2004-03-11,12.3,0.5,9.9,-5.1,0.00,0.00,20.2,340,19.17,2.79
2004-03-12,6.2,1.1,1.4,-4.1,0.00,0.00,32.3,274,16.14,2.42
2004-03-13,6.0,-1.7,-0.2,-7.3,0.00,0.00,24.3,309,20.22,2.62
2004-03-14,4.9,-4.2,-0.1,-8.6,0.00,0.00,18.6,179,14.46,1.80
2004-03-15,12.9,3.4,8.5,-0.6,0.00,0.00,20.9,264,19.53,2.86
2004-03-16,2.7,-1.0,-1.8,-6.3,13.00,8.68,26.2,48,4.47,0.93
2004-03-17,0.1,-2.1,-3.9,-6.9,1.30,1.40,19.1,37,7.73,0.82
2004-03-18,3.2,-2.7,-0.4,-6.4,1.40,1.19,9.6,148,12.56,1.25
2004-03-19,4.4,-2.5,0.1,-6.5,12.30,7.91,22.3,28,11.88,1.19
2004-03-20,6.6,-1.6,2.2,-5.9,0.70,0.00,21.0,195,19.74,2.02
2004-03-21,8.0,-0.5,2.7,-6.5,5.40,0.00,28.4,295,19.01,2.32
2004-03-22,2.3,-4.2,-3.1,-9.7,0.00,0.00,24.2,316,22.29,2.54
2004-03-23,6.7,-5.0,1.3,-9.3,0.00,0.00,20.8,235,22.22,2.66
2004-03-24,13.6,-2.3,10.5,-6.3,0.00,0.00,17.2,215,21.60,3.13
2004-03-25,10.3,4.8,8.4,1.1,3.20,0.00,13.3,178,7.20,1.26
2004-03-26,18.0,6.3,17.3,4.4,0.60,0.00,10.8,169,14.03,2.22
2004-03-27,19.6,10.3,18.8,6.3,2.70,0.00,19.6,327,10.81,2.15
2004-03-28,12.9,5.5,8.8,1.2,0.00,0.00,18.9,42,17.08,2.61
2004-03-29,8.8,1.6,6.1,-2.3,0.00,0.00,14.9,86,22.89,2.69
2004-03-30,6.1,0.9,2.4,-3.2,0.00,0.00,12.2,101,10.03,1.29
2004-03-31,8.5,3.8,5.9,-0.5,18.40,0.00,19.2,29,4.92,0.65
2004-04-01,10.9,5.3,8.4,1.5,5.90,0.00,20.7,55,6.67,0.80
2004-04-02,9.2,5.0,5.6,1.6,0.50,0.00,18.2,50,8.07,1.16
2004-04-03,10.4,3.3,8.4,0.5,2.40,0.00,11.2,10,10.30,1.49
2004-04-04,9.5,1.5,6.6,-5.2,8.90,0.00,28.6,304,8.79,1.52
2004-04-05,5.8,-0.9,-0.5,-7.7,0.00,0.00,31.4,311,23.54,3.08
2004-04-06,11.1,-1.1,5.0,-7.3,0.00,0.00,26.6,298,25.38,3.74
2004-04-07,17.8,4.0,14.1,0.2,0.10,0.00,19.0,290,16.34,2.97
2004-04-08,12.4,1.3,11.1,-1.8,1.00,0.00,12.3,256,17.86,2.43
2004-04-09,15.3,3.5,13.3,0.9,0.50,0.00,21.6,303,20.83,3.29
2004-04-10,15.0,1.3,11.0,-2.2,0.00,0.00,18.0,273,21.33,3.34
2004-04-11,9.8,4.1,6.9,0.5,1.70,0.00,13.6,22,7.15,1.28
2004-04-12,10.0,2.0,6.5,-1.0,10.40,0.00,22.4,64,8.85,1.35
2004-04-13,12.9,4.8,11.2,-0.0,24.00,0.00,23.5,82,3.10,0.49
2004-04-14,14.3,7.3,14.7,3.0,7.70,0.00,22.7,193,5.27,0.93
2004-04-15,14.6,6.1,10.0,1.1,1.40,0.00,24.1,359,19.55,3.48
2004-04-16,16.0,2.9,13.3,-1.5,0.00,0.00,16.3,344,26.59,4.15
2004-04-17,22.5,5.2,22.1,1.9,0.00,0.00,13.8,217,23.95,4.21
2004-04-18,19.9,8.4,20.2,6.2,0.00,0.00,18.3,91,24.00,3.65
2004-04-19,27.6,6.8,28.5,5.0,0.00,0.00,19.3,209,24.19,4.96
2004-04-20,20.2,11.3,20.2,9.1,0.00,0.00,18.1,308,26.02,4.57
2004-04-21,13.7,8.7,10.8,6.3,1.50,0.00,21.6,120,19.97,2.79
2004-04-22,24.5,10.7,26.5,9.7,1.10,0.00,10.3,212,19.98,3.63
2004-04-23,15.0,7.5,14.7,4.9,6.90,0.00,18.8,57,10.26,1.66
2004-04-24,19.0,7.1,15.7,5.0,6.30,0.00,21.2,318,26.77,4.51
2004-04-25,11.5,6.4,9.4,2.4,2.50,0.00,16.8,96,19.75,3.21
2004-04-26,16.9,7.7,17.8,5.0,33.50,0.00,13.0,136,4.02,0.80
2004-04-27,18.4,10.4,16.1,7.4,1.70,0.00,20.5,265,24.97,4.25
